14606741,15803624,2021-01-01
9378434,2021-01-01
16308294,2021-01-01
7380528,2021-01-01
9042402,2021-01-01
12928393,2021-01-01
9694748,9700949,9694749,2021-01-01
12928393,2021-01-01
17725740,2021-01-01
13766961,2021-01-01
11935380,2021-01-01
11929598,2021-01-01
11935380,2021-01-01
14458492,2021-01-01
11935380,2021-01-01
10716695,2021-01-01
14458492,2021-01-01
18104869,2021-01-01
7380726,2021-01-01
14458492,15830624,14662047,13805446,2021-01-01
14641160,2021-01-01
14640398,2021-01-01
14647944,13735451,2021-01-01
9700949,2021-01-01
9429312,2021-01-01
13735451,2021-01-01
15478780,2021-01-01
11935380,2021-01-01
9712570,13431819,8424500,2021-01-01
14662993,2021-01-01
10716405,2021-01-01
9380752,2021-01-01
15455315,2021-01-01
14458492,2021-01-01
17802467,2021-01-01
18149413,2021-01-01
7682501,9054227,2021-01-01
16939997,2021-01-01
9694749,9694748,2021-01-01
11930963,11930975,2021-01-01
16635459,2021-01-01
11930953,2021-01-01
9049758,13079662,2021-01-01
12033127,2021-01-01
11319164,11319161,2021-01-01
17533428,2021-01-01
15116790,2021-01-01
14458492,2021-01-01
13944144,2021-01-01
7381197,2021-01-01
14458492,2021-01-01
15396842,2021-01-01
9906370,11319167,11319173,11319164,11319161,11319175,11319172,11319180,2021-01-01
15743363,2021-01-01
9429317,2021-01-01
11930953,12271333,9440656,12996639,13093224,2021-01-01
16635459,2021-01-01
17692287,2021-01-01
16285181,2021-01-01
14836357,2021-01-01
9049758,2021-01-01
14458034,2021-01-01
14458492,2021-01-01
14641160,2021-01-01
16635459,2021-01-02
11935380,2021-01-02
10716132,11319177,11319176,11319171,11319175,10973474,11319172,13370661,11319174,11319180,11319167,13380593,7721983,10716405,11319164,6744938,11319161,11319173,10716695,7077528,11315570,8978851,8978847,10712703,10716144,13370675,13370670,9906370,13370663,13370674,13370672,9378702,13370666,13370669,13370667,13370668,13370664,13370673,16734277,2021-01-02
11930953,11930963,2021-01-02
7381169,7381171,10708907,10710478,10709067,10710194,10708807,2021-01-02
9700949,2021-01-02
17093460,2021-01-02
8380600,9381027,9381028,2021-01-02
9042402,2021-01-02
11935380,2021-01-02
10047033,2021-01-02
13499861,2021-01-02
15103327,15341651,15455315,15478780,16461037,2021-01-02
11930652,2021-01-02
16635459,2021-01-02
11935380,2021-01-02
13805446,2021-01-02
11935380,15974380,15830624,14662047,13805446,2021-01-02
11935380,2021-01-02
11930963,14458492,11639873,12033127,11930975,2021-01-02
17692300,17692298,17692292,17692287,2021-01-02
11930953,2021-01-02
13645757,7077528,10716695,2021-01-02
16905919,2021-01-02
7380528,11974717,11935380,2021-01-02
14641160,2021-01-02
8079992,7753141,2021-01-02
14199584,2021-01-02
9042402,11935380,2021-01-02
9053916,2021-01-02
14632789,2021-01-02
11935380,2021-01-02
6908427,2021-01-02
11930963,11935380,9042402,2021-01-02
9694749,17445137,2021-01-02
11935380,2021-01-02
9381028,2021-01-02
15830624,9712570,2021-01-02
9700949,2021-01-02
10773382,10773383,2021-01-02
18104869,2021-01-02
13380593,7721983,6744938,2021-01-02
11935380,2021-01-02
11935380,13301410,2021-01-02
11935380,14662993,2021-01-02
11974717,12928393,11935380,2021-01-02
9380752,2021-01-02
17802471,2021-01-02
16307546,2021-01-02
11935380,2021-01-02
11974717,2021-01-02
14458492,2021-01-02
11935380,2021-01-02
9042402,2021-01-02
14662993,2021-01-02
14836358,2021-01-02
11935380,2021-01-02
11930652,2021-01-02
14458492,2021-01-02
16731866,2021-01-02
9042402,7077528,2021-01-02
12275186,2021-01-02
11930105,2021-01-02
9380752,2021-01-02
10047033,7380528,17154550,13470341,9042402,8424500,2021-01-02
14641160,2021-01-02
11935380,2021-01-02
9406305,11315570,10345952,10062936,11319177,11319180,10973474,13279449,13370661,11319164,11319161,6744938,2021-01-03
15483820,15771540,2021-01-03
9694749,9700949,9694748,17154550,2021-01-03
17027233,2021-01-03
15474581,13255676,11935380,2021-01-03
11974717,12928393,2021-01-03
16461037,11930953,15455315,15341651,15478780,11935380,11974717,12928393,15955138,10547574,2021-01-03
11935380,2021-01-03
11935380,11930953,2021-01-03
16635459,2021-01-03
16863108,2021-01-03
18104869,15174843,2021-01-03
11930652,2021-01-03
15174843,2021-01-03
17436286,2021-01-03
14458034,2021-01-03
14641160,15103327,15341651,15455315,15478780,2021-01-03
9424280,2021-01-03
13516716,2021-01-03
16635459,2021-01-03
13052689,2021-01-03
8782221,2021-01-03
7412120,2021-01-03
14662993,7380528,2021-01-03
15743363,16683510,17911615,2021-01-03
17533428,2021-01-03
7458141,2021-01-03
17802467,2021-01-03
11930963,2021-01-03
14641160,2021-01-03
11009074,2021-01-03
14641160,2021-01-03
9042402,11935380,2021-01-03
9378434,9378543,2021-01-03
13052689,2021-01-03
14458492,2021-01-03
16307546,2021-01-03
14641160,15478780,15103327,2021-01-03
17533428,2021-01-03
16890373,2021-01-03
11935380,2021-01-03
16650034,2021-01-03
13655596,12937079,16816266,2021-01-03
18104869,15174843,2021-01-03
13250706,2021-01-03
15771540,13694648,2021-01-03
14458034,2021-01-03
11935380,2021-01-03
11935380,2021-01-03
14458492,2021-01-03
15174843,2021-01-04
9429315,2021-01-04
14458492,18104869,11929598,2021-01-04
11935380,2021-01-04
9042402,2021-01-04
14662993,2021-01-04
11930963,2021-01-04
15116790,2021-01-04
15830624,14662047,13805446,2021-01-04
17802467,2021-01-04
14458492,2021-01-04
13431819,2021-01-04
18104869,2021-01-04
16707476,2021-01-04
14662993,2021-01-04
9700949,2021-01-04
16940868,2021-01-04
17802467,2021-01-04
9695598,2021-01-04
16829182,2021-01-04
11935380,2021-01-04
14662993,2021-01-04
15455315,15341651,15478780,2021-01-04
11930953,2021-01-04
11935380,2021-01-04
11974717,2021-01-04
15174843,2021-01-04
14458492,2021-01-04
16829202,2021-01-04
9694749,2021-01-04
14606741,2021-01-04
10716695,2021-01-04
16489033,2021-01-04
17010749,9042402,15771540,13694648,15483820,15292015,2021-01-04
9694749,2021-01-04
11935380,2021-01-04
16650034,9694749,11935380,15174843,18104869,9378543,2021-01-04
16199102,2021-01-04
14458492,2021-01-04
11935380,2021-01-04
11315570,2021-01-04
18104869,2021-01-04
15991501,2021-01-04
13645756,2021-01-04
10547574,2021-01-04
7753141,2021-01-04
9424280,2021-01-04
16229086,9695598,2021-01-04
